ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
HP Z2 G8,98.48,59.19,72.0,12.32,86.29,5489,Overheating
Dell Precision 3650,24.44,49.75,52.86,12.01,50.82,3377,Disk Failure
Dell OptiPlex 7090,90.9,92.1,74.13,12.02,98.0,2391,Memory Leak
HP EliteDesk 800 G6,30.59,48.49,52.4,11.71,43.43,2303,No Problem
HP EliteDesk 800 G6,39.14,8.0,50.69,11.61,65.22,2021,No Problem
HP Z2 G8,69.15,84.61,63.55,12.36,62.42,2945,Memory Leak
HP Z2 G8,27.4,64.98,43.88,11.2,78.0,2626,Disk Failure
HP Z2 G8,96.04,71.81,72.0,12.39,48.5,3242,Overheating
Dell Precision 3650,75.07,39.15,90.07,12.62,15.84,1363,Overheating
HP EliteDesk 800 G6,45.57,62.01,67.24,11.7,88.74,2914,Disk Failure
Dell Precision 3650,46.4,31.86,52.82,11.61,37.05,2640,No Problem
HP EliteDesk 800 G6,39.28,36.31,76.09,16.5,66.68,1578,Power Issue
HP Z2 G8,61.07,14.33,52.8,10.59,27.38,899,Power Issue
Lenovo ThinkCentre M90q,40.78,55.42,56.48,11.9,88.03,3392,Disk Failure
Lenovo ThinkCentre M90q,61.9,91.29,81.04,11.79,44.48,2772,Memory Leak
Dell OptiPlex 7090,31.98,86.93,86.75,12.39,69.9,3137,Power Issue
HP Z2 G8,68.43,98.59,66.78,12.04,82.56,5271,Memory Leak
Dell OptiPlex 7090,13.08,55.45,56.81,15.83,62.51,2551,Power Issue
Lenovo ThinkCentre M90q,41.87,63.07,50.61,14.04,40.88,3951,Power Issue
HP EliteDesk 800 G6,40.52,37.39,44.95,12.03,100.0,2380,Disk Failure
Dell Precision 3650,89.06,94.96,75.72,11.86,62.17,2140,Memory Leak
Lenovo ThinkCentre M90q,33.08,29.62,59.74,14.12,70.48,1277,Power Issue
HP Z2 G8,31.6,40.62,61.32,12.17,55.94,2699,Disk Failure
HP Z2 G8,53.94,21.2,72.23,9.23,37.76,2957,Power Issue
Lenovo ThinkCentre M90q,52.17,33.87,58.72,13.65,62.53,1718,Power Issue
Dell Precision 3650,55.48,90.12,60.75,12.26,52.42,2793,Memory Leak
HP Z2 G8,64.85,68.75,55.07,14.55,76.35,2349,Power Issue
Dell Precision 3650,76.18,44.93,74.02,12.25,26.81,4656,Overheating
Lenovo ThinkCentre M90q,76.03,50.54,46.45,14.07,87.96,1990,Power Issue
HP Z2 G8,22.44,18.85,55.54,11.88,70.38,1793,No Problem
Dell OptiPlex 7090,33.08,20.8,64.71,14.47,35.68,1136,Power Issue
Dell Precision 3650,71.63,70.92,66.81,11.16,40.06,1660,Power Issue
Dell Precision 3650,45.0,14.82,72.23,11.91,61.32,2500,Disk Failure
Dell OptiPlex 7090,28.83,68.57,29.25,12.55,69.36,2181,No Problem
HP Z2 G8,95.59,98.48,81.66,12.15,87.27,3657,Memory Leak
Dell Precision 3650,53.22,23.67,64.16,10.02,26.15,3040,Power Issue
Dell Precision 3650,34.15,47.62,54.22,11.8,43.19,1605,No Problem
Lenovo ThinkCentre M90q,44.3,95.15,63.88,12.24,47.93,2786,Memory Leak
Dell Precision 3650,60.58,37.83,93.25,11.94,98.0,2295,Overheating
HP Z2 G8,34.88,69.42,50.04,15.21,3.5,3009,Power Issue
Dell OptiPlex 7090,65.53,78.0,45.08,12.6,7.47,2166,No Problem
HP EliteDesk 800 G6,77.5,56.19,43.46,14.95,18.46,2045,Power Issue
Dell OptiPlex 7090,46.83,100.0,71.4,11.96,33.9,3458,Memory Leak
Lenovo ThinkCentre M90q,44.46,46.57,42.75,11.83,52.04,1554,Disk Failure
HP EliteDesk 800 G6,76.36,72.03,104.48,11.75,47.86,893,Overheating
Dell OptiPlex 7090,95.92,63.6,90.29,12.55,21.7,4237,Overheating
Dell Precision 3650,71.57,75.01,100.94,11.58,86.15,5277,Overheating
HP EliteDesk 800 G6,38.53,37.92,45.98,12.12,59.83,2747,No Problem
Lenovo ThinkCentre M90q,90.47,68.78,82.74,12.38,63.21,3623,Overheating
Dell OptiPlex 7090,35.87,93.59,64.18,11.95,34.71,3776,Memory Leak
HP EliteDesk 800 G6,79.75,67.55,91.81,11.66,89.84,1310,Overheating
Lenovo ThinkCentre M90q,67.35,100.0,87.01,12.13,54.42,2478,Overheating
HP Z2 G8,79.75,95.34,59.45,11.95,40.39,3518,Memory Leak
Dell OptiPlex 7090,65.32,48.77,51.5,11.33,83.33,2667,Disk Failure
Lenovo ThinkCentre M90q,5.24,45.34,37.17,8.46,65.18,2362,Power Issue
Lenovo ThinkCentre M90q,75.3,58.8,85.89,12.14,60.21,4196,Overheating
Dell OptiPlex 7090,75.09,50.59,105.47,11.66,45.05,4746,Overheating
Lenovo ThinkCentre M90q,49.16,87.25,43.12,11.5,86.61,2309,Disk Failure
HP Z2 G8,72.94,100.0,65.16,12.33,68.5,1579,Memory Leak
Lenovo ThinkCentre M90q,59.26,35.46,67.77,11.87,94.43,3199,Disk Failure
HP EliteDesk 800 G6,60.22,98.79,51.61,12.1,59.63,2398,Memory Leak
HP EliteDesk 800 G6,61.81,58.56,50.07,11.87,94.51,2852,Disk Failure
Lenovo ThinkCentre M90q,31.59,45.29,61.9,11.54,94.31,2116,Disk Failure
Dell Precision 3650,47.43,100.0,58.97,12.04,56.27,3601,Memory Leak
Dell Precision 3650,57.85,37.44,46.8,14.84,50.46,2284,Power Issue
Dell Precision 3650,59.41,95.15,49.63,12.39,85.49,3923,Memory Leak
Dell OptiPlex 7090,22.67,35.9,58.63,12.17,38.02,2888,No Problem
Dell Precision 3650,59.03,92.12,76.61,11.78,52.45,1114,Overheating
HP Z2 G8,42.23,74.48,60.53,14.41,42.09,1411,Power Issue
HP Z2 G8,41.5,50.24,72.98,12.28,46.17,2751,Disk Failure
HP EliteDesk 800 G6,56.79,46.9,66.49,12.0,91.57,2556,Disk Failure
HP Z2 G8,27.19,65.69,50.57,12.22,67.28,2798,No Problem
Dell Precision 3650,40.92,52.85,42.73,11.82,96.24,2339,Disk Failure
Dell Precision 3650,51.72,60.4,113.23,12.36,39.06,4640,Overheating
Dell Precision 3650,72.56,66.18,90.52,11.94,69.67,5195,Overheating
HP EliteDesk 800 G6,8.9,72.25,57.1,11.66,84.96,2995,Disk Failure
Lenovo ThinkCentre M90q,54.11,67.06,88.86,11.9,60.75,5340,Overheating
HP Z2 G8,5.85,57.91,69.72,11.61,97.21,2618,Disk Failure
HP EliteDesk 800 G6,28.61,78.74,51.04,14.98,30.18,2780,Power Issue
HP Z2 G8,54.64,56.21,25.06,12.36,59.23,2602,No Problem
Dell OptiPlex 7090,40.0,41.97,62.28,11.93,11.84,2283,No Problem
Dell Precision 3650,50.8,44.12,63.31,15.39,62.77,3337,Power Issue
HP Z2 G8,83.57,97.36,61.45,11.64,58.52,3330,Memory Leak
Lenovo ThinkCentre M90q,48.1,63.84,70.54,9.37,48.99,3340,Power Issue
Dell Precision 3650,62.0,89.44,62.47,11.96,47.23,2686,Memory Leak
Lenovo ThinkCentre M90q,33.62,30.33,52.48,11.53,100.0,3091,Disk Failure
Dell OptiPlex 7090,26.67,51.55,44.42,11.74,41.49,2600,No Problem
Lenovo ThinkCentre M90q,73.68,34.13,89.87,11.59,44.06,1007,Overheating
HP Z2 G8,51.01,37.5,43.66,12.16,53.31,3024,Disk Failure
HP Z2 G8,51.86,83.35,65.61,12.03,35.13,2189,Memory Leak
Dell Precision 3650,76.14,55.84,83.28,11.98,51.57,5361,Overheating
Dell Precision 3650,54.78,58.3,49.88,11.6,66.0,3096,Disk Failure
Lenovo ThinkCentre M90q,40.12,37.51,60.13,11.85,43.48,2023,No Problem
Lenovo ThinkCentre M90q,79.49,84.94,79.38,11.75,32.95,3194,Memory Leak
HP EliteDesk 800 G6,48.58,40.73,57.06,9.66,43.39,2463,Power Issue
Dell Precision 3650,44.82,30.29,64.58,9.34,50.18,2026,Power Issue
HP Z2 G8,72.98,49.85,60.44,11.66,100.0,4186,Disk Failure
Dell OptiPlex 7090,53.78,62.53,87.75,12.3,67.31,5722,Overheating
Dell OptiPlex 7090,67.89,51.07,85.93,12.0,38.34,1266,Overheating
Dell Precision 3650,62.04,90.78,69.27,11.42,80.02,2651,Memory Leak
Lenovo ThinkCentre M90q,5.27,63.75,42.13,11.4,100.0,2489,Disk Failure
Dell Precision 3650,35.17,46.18,35.88,12.22,25.19,1370,No Problem
Lenovo ThinkCentre M90q,60.25,31.89,72.0,12.2,41.23,4916,Overheating
HP Z2 G8,48.5,32.33,40.48,11.92,65.4,2069,No Problem
Dell OptiPlex 7090,24.41,37.76,57.81,11.36,51.05,1523,Power Issue
Lenovo ThinkCentre M90q,36.42,62.17,43.84,11.95,88.21,2070,Disk Failure
Dell OptiPlex 7090,32.57,71.09,61.07,12.05,82.04,2458,Disk Failure
HP Z2 G8,55.04,39.66,60.2,10.38,57.29,2321,Power Issue
Dell Precision 3650,46.66,59.04,42.97,12.16,23.72,1661,No Problem
Dell OptiPlex 7090,34.57,38.66,62.24,12.49,37.19,2617,Power Issue
HP EliteDesk 800 G6,51.14,34.74,66.4,12.23,62.93,2439,No Problem
HP EliteDesk 800 G6,88.42,100.0,73.23,12.42,84.57,2466,Memory Leak
Dell OptiPlex 7090,90.23,89.99,90.16,11.79,91.29,2620,Memory Leak
HP EliteDesk 800 G6,66.28,29.51,60.62,11.95,80.59,2841,Disk Failure
HP EliteDesk 800 G6,71.55,88.64,54.62,11.61,64.11,3046,Memory Leak
HP Z2 G8,54.95,88.96,69.08,11.2,24.21,3532,Memory Leak
HP Z2 G8,84.28,58.61,87.14,11.8,72.18,5045,Overheating
HP Z2 G8,84.9,66.65,75.31,11.76,30.19,2053,Overheating
Dell Precision 3650,75.14,55.7,106.46,11.92,30.9,1370,Overheating
Dell OptiPlex 7090,26.99,24.74,44.48,11.99,27.3,1405,No Problem
HP EliteDesk 800 G6,75.72,60.74,62.62,12.51,82.72,2608,Disk Failure
Lenovo ThinkCentre M90q,58.47,57.68,52.94,11.88,35.24,2323,No Problem
Lenovo ThinkCentre M90q,92.8,54.81,94.08,11.79,29.57,5511,Overheating
HP Z2 G8,36.28,57.11,63.18,10.43,48.72,1686,Power Issue
Dell Precision 3650,63.86,90.41,69.31,11.63,41.22,3740,Memory Leak
Dell Precision 3650,40.38,81.84,61.16,13.41,49.66,3037,Power Issue
Dell Precision 3650,48.34,68.51,46.83,12.05,91.74,2903,Disk Failure
Dell OptiPlex 7090,75.33,98.99,78.93,12.14,47.56,3123,Memory Leak
Dell OptiPlex 7090,57.3,64.75,95.4,11.49,28.91,4128,Overheating
Dell OptiPlex 7090,38.44,29.07,46.54,12.11,41.7,2235,No Problem
Lenovo ThinkCentre M90q,9.62,24.19,67.1,11.87,26.85,2177,No Problem
HP Z2 G8,61.43,61.06,84.84,11.62,66.33,3683,Overheating
HP Z2 G8,77.22,81.98,57.68,11.86,31.25,3455,Memory Leak
Dell OptiPlex 7090,29.74,24.07,52.85,11.84,63.71,3205,No Problem
Dell OptiPlex 7090,59.14,98.34,62.04,11.95,55.09,3355,Memory Leak
Dell OptiPlex 7090,60.49,61.11,46.91,14.14,51.08,1517,Power Issue
Dell OptiPlex 7090,45.75,53.85,55.96,12.06,86.11,3172,Disk Failure
Lenovo ThinkCentre M90q,64.6,59.05,99.29,11.61,27.76,5382,Overheating
Dell Precision 3650,51.2,76.6,60.92,12.35,97.91,1821,Disk Failure
Dell Precision 3650,73.24,38.05,41.35,12.58,27.25,1899,No Problem
HP Z2 G8,95.34,65.08,97.01,11.9,36.54,6179,Overheating
Lenovo ThinkCentre M90q,62.3,40.66,64.18,10.47,40.19,3941,Power Issue
HP Z2 G8,47.9,24.31,59.26,14.78,67.01,447,Power Issue
HP EliteDesk 800 G6,63.08,33.54,42.06,9.66,47.78,3688,Power Issue
Dell OptiPlex 7090,64.36,66.41,114.72,12.05,32.77,3114,Overheating
HP Z2 G8,57.37,28.61,43.13,15.47,63.03,2694,Power Issue
HP EliteDesk 800 G6,74.6,64.24,60.88,11.4,87.76,2849,Disk Failure
Dell OptiPlex 7090,73.05,40.25,56.94,11.9,78.11,3612,Disk Failure
HP EliteDesk 800 G6,74.59,32.79,52.18,14.74,18.12,2728,Power Issue
HP Z2 G8,96.01,55.27,79.66,12.57,59.87,4123,Overheating
HP Z2 G8,42.66,83.04,61.32,10.16,20.29,2421,Power Issue
HP EliteDesk 800 G6,16.23,24.42,46.68,12.03,35.69,2713,No Problem
Dell OptiPlex 7090,52.66,46.75,50.15,13.57,39.0,2727,Power Issue
HP Z2 G8,46.64,98.56,65.51,11.72,53.05,1198,Memory Leak
Dell Precision 3650,21.46,38.18,47.18,12.33,38.75,2450,No Problem
HP EliteDesk 800 G6,58.98,90.77,72.32,12.13,87.38,3547,Overheating
Lenovo ThinkCentre M90q,100.0,64.91,91.53,12.56,78.84,4062,Overheating
HP EliteDesk 800 G6,29.33,70.74,47.25,11.47,76.1,1717,Disk Failure
Lenovo ThinkCentre M90q,26.92,56.79,53.99,11.88,29.42,2263,No Problem
Dell Precision 3650,65.79,11.98,28.69,12.6,27.55,2098,No Problem
Dell Precision 3650,27.23,8.0,53.94,11.94,62.99,3322,No Problem
HP EliteDesk 800 G6,47.6,39.71,77.19,10.86,51.21,1898,Power Issue
HP Z2 G8,8.54,33.38,65.87,13.12,74.46,2650,Power Issue
Lenovo ThinkCentre M90q,47.85,52.86,51.24,11.85,42.93,1717,No Problem
Dell OptiPlex 7090,78.72,89.8,78.91,12.26,50.68,2380,Memory Leak
HP EliteDesk 800 G6,42.89,100.0,65.91,11.66,48.87,2326,Memory Leak
Lenovo ThinkCentre M90q,48.68,91.21,81.65,11.93,70.9,2819,Memory Leak
HP EliteDesk 800 G6,39.53,47.08,47.27,11.62,86.31,2636,Disk Failure
Dell OptiPlex 7090,71.81,28.36,87.64,13.96,90.08,2169,Power Issue
Lenovo ThinkCentre M90q,59.02,34.24,56.58,14.29,78.17,3140,Power Issue
HP Z2 G8,12.76,63.64,47.66,16.27,34.13,2774,Power Issue
Dell Precision 3650,82.59,62.58,96.12,12.13,69.34,4137,Overheating
Dell Precision 3650,71.74,30.88,49.35,12.23,50.34,2435,Disk Failure
Lenovo ThinkCentre M90q,73.97,87.91,70.07,11.68,43.29,2986,Memory Leak
Lenovo ThinkCentre M90q,11.59,23.48,48.54,11.68,34.17,3262,No Problem
Dell Precision 3650,65.89,77.1,60.49,12.33,23.19,3794,Memory Leak
Dell OptiPlex 7090,60.56,72.08,38.78,9.75,49.15,1573,Power Issue
HP Z2 G8,49.42,51.1,69.57,11.7,93.19,2149,Disk Failure
Dell OptiPlex 7090,72.77,88.3,93.2,12.0,54.71,3457,Overheating
Lenovo ThinkCentre M90q,56.54,100.0,64.35,12.36,74.81,3056,Memory Leak
Dell Precision 3650,68.64,42.22,63.64,12.21,92.25,2287,Disk Failure
HP EliteDesk 800 G6,83.6,46.66,90.23,14.19,21.35,2737,Power Issue
HP EliteDesk 800 G6,37.13,43.58,58.21,13.55,58.62,2105,Power Issue
HP EliteDesk 800 G6,52.0,91.96,70.62,11.98,47.05,2652,Memory Leak
HP EliteDesk 800 G6,33.51,52.65,28.67,9.41,45.72,2675,Power Issue
Dell OptiPlex 7090,45.71,59.01,71.31,12.02,44.86,1900,No Problem
HP Z2 G8,37.85,28.31,36.37,12.01,43.68,2770,No Problem
Lenovo ThinkCentre M90q,78.61,90.94,70.85,11.74,34.88,3209,Memory Leak
Dell OptiPlex 7090,56.69,57.74,37.55,14.4,35.48,2200,Power Issue
HP Z2 G8,34.12,46.59,63.6,11.94,95.76,3161,Disk Failure
HP Z2 G8,61.74,49.6,44.7,11.59,100.0,2938,Disk Failure
Lenovo ThinkCentre M90q,56.85,63.12,98.38,12.15,63.52,1062,Overheating
HP EliteDesk 800 G6,80.24,54.06,94.61,12.17,40.09,4410,Overheating
Lenovo ThinkCentre M90q,83.9,89.07,58.23,11.93,55.6,2341,Memory Leak
Dell OptiPlex 7090,37.82,40.84,35.3,11.95,53.45,1820,No Problem
Lenovo ThinkCentre M90q,9.77,88.13,63.38,11.64,87.94,2190,Disk Failure
HP EliteDesk 800 G6,40.01,63.81,49.12,12.43,45.83,2290,No Problem
Lenovo ThinkCentre M90q,37.01,20.01,54.8,7.73,34.93,2414,Power Issue
Dell Precision 3650,20.2,72.73,50.42,11.86,5.0,2251,No Problem
Dell Precision 3650,93.3,50.24,87.66,12.13,50.8,3646,Overheating
Dell OptiPlex 7090,24.83,50.33,35.46,12.14,14.35,2199,No Problem
Dell Precision 3650,48.43,31.06,43.0,11.83,49.48,2509,No Problem
Dell Precision 3650,12.13,78.98,57.07,11.26,40.84,2667,Power Issue
Lenovo ThinkCentre M90q,100.0,53.32,106.85,11.93,41.84,4920,Overheating
Lenovo ThinkCentre M90q,70.21,72.39,110.11,11.91,91.5,1041,Overheating
Dell OptiPlex 7090,12.57,54.36,38.55,12.55,67.17,2050,No Problem
HP EliteDesk 800 G6,62.46,93.23,75.21,12.14,29.81,5995,Overheating
Dell OptiPlex 7090,51.81,39.86,57.92,14.47,79.53,2586,Power Issue
HP EliteDesk 800 G6,28.13,41.58,59.79,11.59,43.44,2378,No Problem
Dell Precision 3650,33.94,39.69,44.86,11.64,51.46,2730,No Problem
Dell Precision 3650,57.16,67.19,83.73,12.16,63.7,6003,Overheating
Dell OptiPlex 7090,45.86,30.38,62.07,10.37,45.07,3324,Power Issue
HP Z2 G8,73.59,81.07,65.48,11.91,62.15,2224,Memory Leak
Dell OptiPlex 7090,72.27,45.64,97.78,11.26,50.7,1636,Overheating
Lenovo ThinkCentre M90q,36.62,45.38,57.81,12.18,40.07,2338,No Problem
Lenovo ThinkCentre M90q,47.21,42.47,50.82,12.17,48.56,2310,No Problem
HP EliteDesk 800 G6,75.16,78.45,89.08,11.82,80.51,3340,Overheating
Dell Precision 3650,28.12,21.53,48.32,12.12,31.07,1480,No Problem
HP Z2 G8,72.1,56.16,97.62,11.53,36.06,4141,Overheating
HP Z2 G8,54.03,36.4,29.8,13.67,57.28,2608,Power Issue
HP EliteDesk 800 G6,30.8,74.47,72.1,16.18,46.92,3767,Power Issue
HP Z2 G8,27.96,53.61,57.64,12.48,80.77,1938,Disk Failure
HP EliteDesk 800 G6,32.61,25.92,38.69,12.24,48.62,2315,No Problem
Dell OptiPlex 7090,83.51,59.95,71.33,12.43,87.23,2395,Disk Failure
Dell OptiPlex 7090,66.35,83.3,62.0,12.21,47.64,3562,Memory Leak
Lenovo ThinkCentre M90q,50.68,35.24,55.16,12.11,84.98,2313,Disk Failure
Dell Precision 3650,49.16,100.0,67.45,11.93,56.92,5040,Memory Leak
Dell OptiPlex 7090,24.02,8.57,49.48,8.49,74.1,2418,Power Issue
HP EliteDesk 800 G6,75.29,48.25,100.51,12.09,46.43,1732,Overheating
HP Z2 G8,73.51,87.99,77.95,12.11,56.05,1263,Overheating
HP EliteDesk 800 G6,48.92,46.64,49.9,11.66,40.63,1860,No Problem
HP Z2 G8,93.3,99.4,51.36,12.22,78.56,3945,Memory Leak
Lenovo ThinkCentre M90q,64.43,60.33,75.92,12.01,25.13,1093,Overheating
Dell Precision 3650,80.92,70.99,111.78,11.62,47.12,4518,Overheating
HP EliteDesk 800 G6,72.68,46.56,87.16,12.29,37.56,4254,Overheating
Dell Precision 3650,69.22,100.0,79.07,11.89,53.94,3571,Memory Leak
Lenovo ThinkCentre M90q,54.81,60.66,83.55,9.76,71.32,1544,Power Issue
Dell OptiPlex 7090,92.67,48.97,72.22,12.0,82.39,4853,Overheating
Lenovo ThinkCentre M90q,66.94,43.49,56.36,12.17,53.86,2659,No Problem
Dell OptiPlex 7090,49.92,82.4,83.65,11.77,41.36,3063,Memory Leak
Lenovo ThinkCentre M90q,31.68,76.22,56.2,12.15,50.44,2659,No Problem
Lenovo ThinkCentre M90q,29.38,36.64,31.12,11.57,87.51,2310,Disk Failure
HP Z2 G8,18.55,68.96,44.7,11.86,16.52,2671,No Problem
HP EliteDesk 800 G6,26.48,94.29,52.58,14.07,24.03,2114,Power Issue
Dell OptiPlex 7090,100.0,83.59,105.89,12.4,47.21,1880,Overheating
HP Z2 G8,80.93,72.11,73.01,11.98,55.33,5051,Overheating
Lenovo ThinkCentre M90q,20.57,42.52,33.86,12.2,45.29,2185,No Problem
Lenovo ThinkCentre M90q,48.88,58.16,56.97,11.7,99.48,2238,Disk Failure
HP Z2 G8,54.44,59.13,82.55,12.29,47.45,5469,Overheating
Dell OptiPlex 7090,43.71,53.03,50.64,11.94,44.36,2317,No Problem
HP Z2 G8,65.42,74.28,96.3,12.53,67.65,5161,Overheating
HP EliteDesk 800 G6,33.82,83.0,57.86,11.93,94.36,4074,Memory Leak
HP EliteDesk 800 G6,45.45,53.77,48.13,12.23,68.37,1879,Disk Failure
HP EliteDesk 800 G6,84.36,91.77,61.92,11.37,20.86,3137,Memory Leak
Dell Precision 3650,71.97,90.43,71.67,12.18,47.74,2315,Memory Leak
Lenovo ThinkCentre M90q,69.85,94.85,58.23,12.01,38.35,2830,Memory Leak
Dell Precision 3650,79.29,71.66,106.41,12.18,44.18,1212,Overheating
Lenovo ThinkCentre M90q,40.19,77.38,47.15,12.47,56.98,2378,Disk Failure
HP EliteDesk 800 G6,46.85,84.85,39.13,11.61,10.01,3242,Power Issue
HP Z2 G8,33.12,77.89,42.53,9.16,47.75,1613,Power Issue
Lenovo ThinkCentre M90q,59.34,78.47,68.35,11.46,69.84,2564,Memory Leak
Lenovo ThinkCentre M90q,24.67,37.89,58.5,11.83,70.85,2676,No Problem
Dell Precision 3650,70.5,95.91,81.82,11.73,35.08,4090,Overheating
Dell OptiPlex 7090,75.89,95.32,67.6,12.39,66.52,3948,Memory Leak
HP EliteDesk 800 G6,37.27,44.02,64.52,14.86,42.35,2107,Power Issue
Dell Precision 3650,36.65,54.5,46.89,10.56,56.25,2770,Power Issue
Dell Precision 3650,71.84,96.19,95.0,12.37,46.7,3617,Memory Leak
HP EliteDesk 800 G6,30.39,64.08,42.97,12.15,38.16,1688,No Problem
Dell OptiPlex 7090,29.59,81.13,57.03,12.02,80.57,2429,Disk Failure
Dell OptiPlex 7090,49.03,19.53,42.32,11.84,92.17,2810,Disk Failure
HP Z2 G8,53.15,87.45,66.7,12.27,23.83,1832,Memory Leak
Dell OptiPlex 7090,84.55,67.72,100.59,12.49,59.66,809,Overheating
HP EliteDesk 800 G6,65.03,96.25,61.46,11.87,58.2,4001,Memory Leak
HP EliteDesk 800 G6,51.15,69.42,105.17,11.67,57.78,5599,Overheating
Lenovo ThinkCentre M90q,9.42,29.09,42.43,12.31,47.14,2353,No Problem
HP Z2 G8,51.99,100.0,68.2,11.84,74.17,2245,Memory Leak
Dell Precision 3650,85.03,80.83,86.76,11.66,59.75,3969,Overheating
Dell Precision 3650,26.06,50.97,83.75,11.65,53.78,2760,Power Issue
Dell OptiPlex 7090,55.19,92.2,92.59,11.51,68.24,3498,Memory Leak
HP EliteDesk 800 G6,87.01,86.97,77.32,11.91,56.59,5875,Overheating
HP Z2 G8,85.42,90.78,53.84,12.1,30.2,2576,Memory Leak
HP EliteDesk 800 G6,47.02,41.88,40.52,11.66,100.0,2343,Disk Failure
Lenovo ThinkCentre M90q,66.8,74.77,47.39,12.99,26.25,2392,Power Issue
Lenovo ThinkCentre M90q,51.59,55.87,36.58,11.89,56.92,3114,No Problem
Lenovo ThinkCentre M90q,63.63,62.63,71.17,14.51,44.72,2662,Power Issue
Lenovo ThinkCentre M90q,49.33,36.5,73.36,12.07,99.06,3253,Disk Failure
Dell Precision 3650,16.99,32.09,62.95,9.33,52.95,2103,Power Issue
Dell OptiPlex 7090,81.3,81.77,58.66,11.44,64.44,3763,Memory Leak
HP Z2 G8,54.5,23.34,57.86,12.0,45.24,1338,No Problem
Lenovo ThinkCentre M90q,42.04,35.95,56.25,11.86,90.93,3204,Disk Failure
HP Z2 G8,49.99,74.82,50.79,14.3,71.92,3088,Power Issue
Dell Precision 3650,50.19,15.25,47.08,11.96,59.21,1888,No Problem
Dell OptiPlex 7090,56.4,45.92,50.88,11.36,87.1,2996,Disk Failure
HP Z2 G8,44.85,43.07,52.35,15.13,18.85,2182,Power Issue
HP Z2 G8,23.09,46.33,48.75,12.07,33.95,2337,No Problem
HP EliteDesk 800 G6,71.63,38.94,89.35,11.86,35.88,4568,Overheating
Lenovo ThinkCentre M90q,61.22,50.79,101.15,11.99,56.11,1377,Overheating
HP Z2 G8,60.61,89.05,70.16,11.69,49.02,3668,Memory Leak
Dell OptiPlex 7090,33.58,35.71,40.31,11.81,89.56,1633,Disk Failure
Dell Precision 3650,11.42,42.46,50.34,12.22,5.05,3029,No Problem
Dell OptiPlex 7090,57.99,75.51,55.36,12.42,100.0,3008,Disk Failure
Dell Precision 3650,71.95,46.86,43.04,9.06,46.4,1248,Power Issue
HP EliteDesk 800 G6,48.96,49.21,66.66,11.02,54.75,2883,Power Issue
Lenovo ThinkCentre M90q,52.21,45.87,73.17,9.97,75.17,2434,Power Issue
Dell OptiPlex 7090,65.98,96.04,65.99,12.06,37.37,3489,Memory Leak
Lenovo ThinkCentre M90q,56.92,49.86,48.78,12.06,38.33,1934,No Problem
Lenovo ThinkCentre M90q,29.72,68.09,80.1,16.1,62.96,2489,Power Issue
HP Z2 G8,67.43,41.15,46.46,15.05,46.73,1839,Power Issue
Lenovo ThinkCentre M90q,74.59,50.28,93.97,12.35,55.03,4721,Overheating
HP EliteDesk 800 G6,74.66,83.99,59.98,12.04,87.42,3722,Memory Leak
HP EliteDesk 800 G6,40.95,33.94,68.66,14.63,61.18,2075,Power Issue
HP Z2 G8,86.16,45.74,69.65,15.96,15.63,1482,Power Issue
Lenovo ThinkCentre M90q,67.56,89.91,58.95,12.67,41.39,2715,Memory Leak
HP EliteDesk 800 G6,25.59,49.79,36.63,12.19,48.68,2674,No Problem
Dell OptiPlex 7090,69.75,72.19,90.96,11.92,14.83,4486,Overheating
Dell OptiPlex 7090,11.84,53.9,44.02,12.36,32.23,3103,Power Issue
Dell Precision 3650,75.09,100.0,77.73,12.29,48.64,2801,Memory Leak
HP Z2 G8,58.02,95.0,53.69,12.1,79.5,2436,Disk Failure
HP Z2 G8,50.29,32.45,50.26,12.26,54.14,2079,Disk Failure
Dell OptiPlex 7090,71.83,80.39,61.79,11.89,21.77,2982,Memory Leak
Dell Precision 3650,14.57,67.91,64.45,12.33,62.19,2911,Disk Failure
Dell OptiPlex 7090,71.99,26.67,51.29,10.77,81.05,2626,Power Issue
Lenovo ThinkCentre M90q,44.29,86.67,54.8,12.05,56.24,4039,Memory Leak
Dell OptiPlex 7090,79.59,86.73,102.9,11.97,23.39,3979,Overheating
Dell OptiPlex 7090,43.12,52.51,58.86,11.87,28.85,2220,No Problem
Dell Precision 3650,42.14,63.53,75.84,15.43,26.56,2358,Power Issue
HP EliteDesk 800 G6,38.98,28.95,56.87,11.34,100.0,2745,Disk Failure
HP EliteDesk 800 G6,49.84,46.1,36.12,12.12,82.0,2539,No Problem
HP Z2 G8,35.8,22.8,53.2,11.77,11.77,2572,No Problem
Lenovo ThinkCentre M90q,31.84,8.0,39.9,11.78,42.45,2658,No Problem
HP Z2 G8,56.49,66.36,88.97,11.56,52.25,966,Overheating
Lenovo ThinkCentre M90q,85.35,67.11,84.27,12.26,5.0,5792,Overheating
Dell OptiPlex 7090,39.44,56.94,35.4,11.92,82.0,2452,No Problem
HP Z2 G8,75.11,74.7,113.07,11.82,42.3,1357,Overheating
Dell OptiPlex 7090,32.31,43.53,47.16,11.81,59.17,1978,No Problem
HP Z2 G8,83.31,85.62,99.7,11.42,32.1,4643,Overheating
Dell OptiPlex 7090,79.3,100.0,81.77,12.19,25.39,3925,Memory Leak
